date,time edt,temp c,ph,do (mg/l),turbidity (fnu),chlorophyll (rfu),phycocyanin (rfu),est. cyano (1000cells/ml)
6/19/2022,3:00,22.4,7.61,8.15,2.75,0.98,0.18,33700
6/19/2022,4:00,22.38,7.61,8.06,3.28,0.85,0.16,28000
6/19/2022,5:00,22.3,7.6,8.03,2.77,0.84,0.2,28000
6/19/2022,6:00,22.24,7.6,7.97,4.62,0.83,0.12,28800
6/19/2022,7:00,22.15,7.59,7.91,3.88,0.63,0.07,33500
6/19/2022,8:00,22.09,7.57,7.82,2.74,0.62,0.08,28200
6/19/2022,9:00,22.08,7.59,7.91,2.78,0.62,0.06,27600
6/19/2022,10:00,22.04,7.62,8.09,2.68,0.67,0.12,27100
6/19/2022,11:00,22.13,7.67,8.34,2.82,0.75,0.14,27600
6/19/2022,12:00,22.11,7.64,8.17,2.77,0.65,0.12,31000
6/19/2022,13:00,22.1,7.63,8.17,2.85,0.53,0.07,31400
6/19/2022,14:00,22.06,7.68,8.4,2.6,0.78,0.09,31700
6/19/2022,15:00,22.01,7.61,8.06,2.52,0.49,0.04,30800
6/19/2022,16:00,21.96,7.62,8.08,2.55,0.53,0.04,27600
6/19/2022,17:00,21.9,7.59,7.91,2.35,0.48,0.04,27600
6/19/2022,18:00,21.86,7.63,8.07,2.73,0.58,0.04,25300
6/19/2022,19:00,21.83,7.63,8.07,2.68,0.58,0.02,25700
6/19/2022,20:00,21.79,7.63,8.01,2.84,1,0.04,25700
6/19/2022,21:00,21.75,7.63,8.07,2.61,0.8,0.04,24200
6/19/2022,22:00,21.66,7.62,7.97,2.85,0.83,0.14,28500
6/19/2022,23:00,21.57,7.6,7.94,2.52,0.8,0.08,28800
6/20/2022,0:00,21.51,7.62,8.06,2.8,0.86,0.09,28500
6/20/2022,1:00,21.46,7.61,8.06,2.79,0.88,0.11,32800
6/20/2022,2:00,21.42,7.6,8,2.49,0.96,1.48,50800
6/20/2022,3:00,21.36,7.6,7.95,3.74,0.86,0.14,30800
6/20/2022,4:00,21.28,7.59,7.86,2.73,0.8,0.11,25000
6/20/2022,5:00,21.26,7.57,7.8,3.08,0.76,0.2,29100
6/20/2022,6:00,21.21,7.57,7.74,2.98,0.73,0.16,30700
6/20/2022,7:00,21.15,7.56,7.72,2.8,0.56,0.02,28700
6/20/2022,8:00,21.1,7.56,7.68,2.93,0.5,0.01,28700
6/20/2022,9:00,21.26,7.59,7.81,3.75,0.51,0,28700
6/20/2022,10:00,21.35,7.61,7.91,2.67,0.53,0.02,26900
6/20/2022,11:00,21.57,7.64,8.11,2.53,0.57,0.02,25900
6/20/2022,12:00,21.63,7.61,8,2.47,0.55,0,25500
6/20/2022,13:00,21.78,7.6,7.94,2.28,0.42,0.04,20400
6/20/2022,14:00,21.85,7.61,7.96,2.42,0.4,0.05,18800
6/20/2022,15:00,21.86,7.63,8.09,2.5,0.39,-0.01,18800
6/20/2022,16:00,21.93,7.68,8.44,2.69,0.54,0,22300
6/20/2022,17:00,21.67,7.6,7.94,2.56,0.45,0.03,24100
6/20/2022,18:00,21.88,7.62,8.03,2.44,0.44,0.01,22100
6/20/2022,19:00,21.91,7.64,8.11,2.35,0.48,0.03,18900
6/20/2022,20:00,21.83,7.67,8.27,2.3,0.62,-0.02,16100
6/20/2022,21:00,21.64,7.64,8.14,2.29,0.57,0.01,15700
6/20/2022,22:00,21.48,7.6,8,2.42,0.65,0.04,17000
6/20/2022,23:00,21.35,7.57,7.82,2.33,0.61,0.06,17400
6/21/2022,0:00,21.27,7.55,7.75,2.71,0.62,0.07,18600
6/21/2022,1:00,21.21,7.54,7.65,2.59,0.58,0.05,20500
6/21/2022,2:00,21.15,7.5,7.39,2.92,0.49,0.07,22500
6/21/2022,3:00,21.07,7.52,7.62,2.64,0.56,0.06,24400
6/21/2022,4:00,21.05,7.53,7.64,2.47,0.62,0.05,23200
6/21/2022,5:00,20.99,7.54,7.7,2.6,0.6,0.08,22700
6/21/2022,6:00,20.97,7.52,7.58,2.27,0.54,0.04,20400
6/21/2022,7:00,20.92,7.53,7.61,3.06,0.43,0,18600
6/21/2022,8:00,20.91,7.56,7.86,2.49,0.47,-0.01,19600
6/21/2022,9:00,21.1,7.59,8.04,2.45,0.48,-0.02,20400
6/21/2022,10:00,21.31,7.63,8.2,2.37,0.45,0.01,19500
6/21/2022,11:00,21.4,7.6,8.11,2.25,0.48,0,17000
6/21/2022,12:00,22.08,7.53,8.48,2.19,2.08,0.24,15900
6/21/2022,13:00,21.92,7.49,8.46,2.31,2.8,0.33,16400
6/21/2022,14:00,22.2,7.47,8.44,2.2,2.12,0.3,16100
6/21/2022,15:00,22.05,7.46,8.26,2.23,2.11,0.23,14800
6/21/2022,16:00,21.67,7.41,7.97,2.27,1.69,0.23,14700
6/21/2022,17:00,22.23,7.51,8.55,2.51,1.92,0.26,15400
6/21/2022,18:00,22.46,7.53,8.55,2.13,2.04,0.23,14600
6/21/2022,19:00,21.88,7.43,8.2,2.29,2.11,0.23,13200
6/21/2022,20:00,21.91,7.44,8.24,2.18,2.16,0.19,16500
6/21/2022,21:00,21.85,7.49,8.42,2.14,2.18,0.25,14100
6/21/2022,22:00,21.44,7.41,8.04,2.59,2.89,0.26,15100
6/21/2022,23:00,21.35,7.42,8.05,2.72,2.9,0.29,22100
6/22/2022,0:00,21.35,7.43,8.04,2.76,2.77,0.32,24800
6/22/2022,1:00,21.33,7.45,7.96,2.54,2.98,0.31,24600
6/22/2022,2:00,21.31,7.47,8.02,2.5,2.86,0.31,23200
6/22/2022,3:00,21.29,7.47,8.05,2.45,2.55,0.29,21200
6/22/2022,4:00,21.28,7.47,8.03,2.61,3.01,0.3,21100
6/22/2022,5:00,21.23,7.46,8.01,2.61,2.43,0.31,23700
6/22/2022,6:00,21.23,7.46,7.95,2.42,2.53,0.27,21600
6/22/2022,7:00,21.22,7.45,7.94,2.56,4.85,0.24,20200
6/22/2022,8:00,21.21,7.41,7.95,2.38,2.14,0.26,19800
6/22/2022,9:00,21.21,7.42,7.99,2.29,1.9,0.25,18400
6/22/2022,10:00,21.33,7.45,8.14,2.55,2.27,0.32,17900
6/22/2022,11:00,21.74,7.45,8.26,2.27,2.04,0.26,17700
6/22/2022,12:00,21.7,7.45,8.15,2.25,2.17,0.29,16100
6/22/2022,13:00,22.1,7.5,8.41,2.32,2.46,0.31,16900
6/22/2022,14:00,22.38,7.57,8.68,2.1,1.97,0.27,14600
6/22/2022,15:00,22.52,7.54,8.57,2.07,2.08,0.21,11300
6/22/2022,16:00,22.71,7.59,8.7,2.15,2.64,0.28,10900
6/22/2022,17:00,22.69,7.57,8.65,2.02,2.49,0.25,11100
6/22/2022,18:00,22.76,7.57,8.71,1.96,2.23,0.28,10000
6/22/2022,19:00,22.54,7.56,8.66,2.06,2.24,0.24,9700
6/22/2022,20:00,22.06,7.51,8.42,2.2,3.24,0.28,11000
6/22/2022,21:00,21.84,7.42,8.09,2.19,2.45,0.3,12400
6/22/2022,22:00,21.89,7.45,8.25,2.27,3.3,0.32,14300
6/22/2022,23:00,21.92,7.5,8.25,2.14,3.36,0.28,13300
6/23/2022,0:00,21.82,7.48,8.15,2.08,2.57,0.29,11900
6/23/2022,1:00,21.71,7.48,8.14,2.1,2.45,0.3,11300
6/23/2022,2:00,21.65,7.48,8.2,2.05,2.6,0.27,11000
6/23/2022,3:00,21.62,7.45,8.04,2.24,2.22,0.33,11800
6/23/2022,4:00,21.6,7.45,8.04,2.13,2.76,0.31,11500
6/23/2022,5:00,21.55,7.43,7.92,2.07,2.13,0.29,10400
6/23/2022,6:00,21.54,7.46,8.06,2.24,0.52,0.29,10400
6/23/2022,7:00,21.52,7.45,8.05,2.04,2.43,0.29,9900
6/23/2022,8:00,21.62,7.46,8.23,2.11,2.59,0.29,10400
6/23/2022,9:00,21.77,7.52,8.42,2.22,2.7,0.3,11000
6/23/2022,10:00,21.96,7.56,8.64,2.23,2.35,0.28,12800
6/23/2022,11:00,22.43,7.57,8.7,2.24,2.3,0.29,13800
6/23/2022,12:00,22.61,7.55,8.67,1.95,2.54,0.29,12200
6/23/2022,13:00,22.59,7.6,8.84,2.04,2.15,0.27,10100
6/23/2022,14:00,22.45,7.55,8.67,2.15,2.61,0.33,10400
6/23/2022,15:00,22.34,7.57,8.8,2.23,2.8,0.34,12400
6/23/2022,16:00,22.59,7.58,8.81,2.05,2.98,0.32,14800
6/23/2022,17:00,22.33,7.53,8.65,2.24,2.81,0.32,11800
6/23/2022,18:00,22.21,7.52,8.54,2.15,2.21,0.3,12700
6/23/2022,19:00,22.39,7.46,8.38,2.09,2.62,0.29,12500
6/23/2022,20:00,22.26,7.48,8.39,2.17,3.01,0.34,11900
6/23/2022,21:00,22.06,7.47,8.33,2.23,3.6,0.37,12800
6/23/2022,22:00,22.08,7.52,8.42,2.08,3.1,0.33,13700
6/23/2022,23:00,22.04,7.53,8.42,2.01,3.03,0.37,11600
6/24/2022,0:00,22.03,7.48,8.34,2,2.58,0.33,9100
6/24/2022,1:00,21.95,7.51,8.3,2.14,2.57,0.31,8700
6/24/2022,2:00,21.92,7.47,8.18,1.91,2.46,0.27,10500
6/24/2022,3:00,21.88,7.45,8.05,2.03,2.37,0.27,10100
6/24/2022,4:00,21.84,7.41,7.84,2.23,2.23,0.28,9900
6/24/2022,5:00,21.81,7.42,7.9,1.98,2.09,0.26,9200
6/24/2022,6:00,21.79,7.48,8.18,2.01,2.23,0.29,8700
6/24/2022,8:00,21.8,7.48,8.26,2.11,2.63,0.28,10000
6/24/2022,9:00,21.91,7.53,8.41,2.24,2.29,0.28,10800
6/24/2022,10:00,22.33,7.49,8.51,2.03,1.68,0.26,11900
6/24/2022,11:00,23.04,7.54,8.57,1.75,1.77,0.22,8300
6/24/2022,12:00,22.63,7.55,8.73,2.01,2.5,0.26,5400
6/24/2022,13:00,22.7,7.56,8.74,2,2.65,0.34,8800
6/24/2022,14:00,22.82,7.53,8.57,1.98,2.36,0.31,10800
6/24/2022,15:00,22.87,7.62,8.89,2.08,2.82,0.34,11300
6/24/2022,16:00,23.17,7.67,9.1,2.08,2.56,0.34,10200
6/24/2022,17:00,23.26,7.72,9.27,2.14,2.7,0.38,10800
6/24/2022,18:00,23.25,7.62,8.95,1.95,2.53,0.32,9100
6/24/2022,19:00,23.33,7.66,9.11,2.03,2.77,0.35,8200
6/24/2022,20:00,23.16,7.63,9.05,2.19,2.93,0.39,10000
6/24/2022,21:00,23.03,7.63,8.99,2.24,2.9,0.41,12400
6/24/2022,22:00,22.99,7.56,8.83,2.15,3.05,0.39,13200
6/24/2022,23:00,22.94,7.56,8.77,2.05,2.84,0.35,12500
6/25/2022,0:00,22.77,7.52,8.74,1.95,2.6,0.35,10200
6/25/2022,1:00,22.69,7.54,8.71,1.95,2.52,0.34,8100
6/25/2022,2:00,22.64,7.53,8.56,1.86,2.53,0.29,8100
6/25/2022,3:00,22.54,7.53,8.53,2.27,2.4,0.33,10400
6/25/2022,4:00,22.46,7.53,8.52,2.19,2.61,0.32,12400
6/25/2022,5:00,22.42,7.53,8.48,2.38,2.89,0.32,12800
6/25/2022,6:00,22.39,7.54,8.45,2,2.3,0.28,11400
6/25/2022,7:00,22.36,7.54,8.45,1.95,2.59,0.31,11300
6/25/2022,8:00,22.38,7.56,8.58,2.16,2.92,0.32,12300
6/25/2022,9:00,22.48,7.53,8.6,2.02,2.23,0.32,12300
6/25/2022,10:00,22.67,7.56,8.76,2.08,2.19,0.31,12900
6/25/2022,11:00,23.2,7.61,8.91,1.94,1.94,0.29,11000
6/25/2022,12:00,23.18,7.61,9,2.06,2.61,0.33,10400
6/25/2022,13:00,23.46,7.64,9.1,2.08,2.19,0.32,10900
6/25/2022,14:00,23.61,7.68,9.17,2.06,3.16,0.31,10900
6/25/2022,15:00,23.91,7.74,9.32,2.2,2.76,0.32,10400
6/25/2022,16:00,23.9,7.74,9.33,2.05,2.47,0.32,10000
6/25/2022,17:00,24.25,7.82,9.27,1.9,2.33,0.3,10000
6/25/2022,18:00,24.02,7.67,9.34,2.06,2.17,0.29,8100
6/25/2022,19:00,24.11,7.61,9.12,2.02,2.24,0.27,8100
6/25/2022,20:00,24.01,7.59,9.05,2.08,2.35,0.31,9300
6/25/2022,21:00,23.8,7.61,9.15,1.93,2.55,0.38,10100
6/25/2022,22:00,23.97,7.62,8.93,1.78,2.27,0.28,7700
6/25/2022,23:00,23.89,7.58,8.83,1.89,2.63,0.28,4400
6/26/2022,0:00,23.67,7.56,8.86,1.93,2.36,0.35,5000
6/26/2022,1:00,23.51,7.6,8.84,1.78,2.05,0.31,5000
6/26/2022,2:00,23.4,7.56,8.84,1.78,2.06,0.32,3100
6/26/2022,3:00,23.38,7.58,8.79,1.66,2.44,0.3,2400
6/26/2022,4:00,23.35,7.59,8.77,1.74,2.34,0.34,2200
6/26/2022,5:00,23.32,7.57,8.69,1.95,2.48,0.29,2800
6/26/2022,6:00,23.24,7.61,8.76,1.86,2.41,0.27,2900
6/26/2022,7:00,23.22,7.62,8.76,1.65,2.23,0.28,2400
6/26/2022,8:00,23.32,7.62,8.78,1.89,2.21,0.28,2700
6/26/2022,9:00,23.65,7.69,8.92,1.71,2.03,0.25,1900
6/26/2022,10:00,23.98,7.74,9.1,1.61,1.7,0.23,500
6/26/2022,11:00,24.86,7.79,9.2,1.53,1.44,0.21,-2700
6/26/2022,12:00,25.2,7.78,9.22,1.48,1.35,0.22,-4700
6/26/2022,13:00,24.92,7.81,9.29,1.71,1.81,0.24,-4000
6/26/2022,14:00,25.06,7.83,9.34,1.51,1.77,0.22,-1400
6/26/2022,15:00,24.91,7.82,9.39,1.64,1.98,0.25,-1000
6/26/2022,16:00,25.09,7.82,9.39,1.61,1.82,0.26,-500
6/26/2022,17:00,25.22,7.79,9.42,1.58,2.01,0.24,-100
6/26/2022,18:00,25.07,7.68,9.25,1.68,1.91,0.23,100
6/26/2022,19:00,25.18,7.73,9.29,1.56,2.09,0.28,-1000
6/26/2022,20:00,25.23,7.74,9.2,1.67,1.91,0.26,-1500
6/26/2022,21:00,25.19,7.71,9.13,1.56,2.39,0.25,-1900
6/26/2022,22:00,25.13,7.69,9.03,1.52,2.07,0.25,-1900
6/26/2022,23:00,25.05,7.65,8.89,1.57,2.27,0.23,-2400
6/27/2022,0:00,24.99,7.62,8.75,1.5,2.22,0.23,-3700
6/27/2022,1:00,24.85,7.62,8.76,1.52,1.87,0.25,-2800
6/27/2022,2:00,24.76,7.59,8.69,1.54,2.15,0.23,-2300
6/27/2022,3:00,24.68,7.59,8.63,1.58,2.1,0.26,-2200
6/27/2022,4:00,24.62,7.56,8.53,1.58,1.98,0.23,-1500
6/27/2022,5:00,24.58,7.56,8.53,1.69,2.04,0.23,-2000
6/27/2022,6:00,24.52,7.56,8.48,1.67,2.11,0.2,100
6/27/2022,7:00,24.47,7.54,8.43,1.6,1.82,0.22,100
6/27/2022,8:00,24.45,7.53,8.41,1.58,1.65,0.19,-1400
6/27/2022,9:00,24.39,7.55,8.42,1.62,1.55,0.19,-1200
6/27/2022,10:00,24.34,7.57,8.42,1.57,1.85,0.2,-1000
6/27/2022,11:00,24.34,7.56,8.4,1.62,1.9,0.25,-1000
6/27/2022,12:00,24.34,7.58,8.39,1.6,1.72,0.23,-1300
6/27/2022,13:00,24.36,7.56,8.35,1.68,1.7,0.22,0
6/27/2022,14:00,24.33,7.56,8.33,1.61,2,0.25,0
6/27/2022,15:00,24.3,7.59,8.33,1.62,1.88,0.28,-1300
6/27/2022,16:00,24.3,7.58,8.31,1.6,1.93,0.27,-1700
6/27/2022,17:00,24.32,7.58,8.27,1.56,1.88,0.24,-1900
6/27/2022,18:00,24.24,7.55,8.23,1.64,2.16,0.25,-900
6/27/2022,19:00,24.21,7.54,8.19,1.73,2.02,0.26,-600
6/27/2022,21:00,24.12,7.54,8.1,1.7,1.99,0.28,1000
6/27/2022,22:00,24.07,7.52,8.02,1.71,2.19,0.25,1000
6/27/2022,23:00,24.03,7.52,8,1.58,2.18,0.24,-300
6/28/2022,0:00,23.99,7.54,7.96,1.92,2.2,0.27,-100
6/28/2022,1:00,23.93,7.56,7.92,1.67,2.23,0.24,-100
6/28/2022,2:00,23.87,7.55,7.83,1.52,1.74,0.26,-2600
6/28/2022,3:00,23.83,7.51,7.66,1.74,2.07,0.23,-100
6/28/2022,4:00,23.74,7.5,7.57,1.58,3.43,0.26,1300
6/28/2022,5:00,23.68,7.48,7.52,1.89,1.82,0.24,-900
6/28/2022,6:00,23.62,7.44,7.48,1.55,1.8,0.17,-600
6/28/2022,7:00,23.58,7.45,7.45,1.83,2.03,0.21,-2000
6/28/2022,8:00,23.61,7.46,7.62,1.49,1.9,0.21,-2300
6/28/2022,9:00,23.74,7.54,7.85,1.61,1.88,0.2,-1400
6/28/2022,10:00,23.8,7.53,7.97,1.64,1.59,0.2,-900
6/28/2022,11:00,23.92,7.51,7.94,1.44,1.88,0.22,-2800
6/28/2022,12:00,24.53,7.54,8.05,1.54,1.63,0.2,-2900
6/28/2022,13:00,24.38,7.52,7.7,1.64,1.56,0.18,-2900
6/28/2022,14:00,24.32,7.59,8.19,1.64,1.85,0.2,-3500
6/28/2022,15:00,24.45,7.58,8.23,1.52,1.8,0.24,-3300
6/28/2022,16:00,24.51,7.6,8.24,1.6,1.74,0.22,-3500
6/28/2022,17:00,24.58,7.66,8.39,1.59,1.9,0.22,-3600
6/28/2022,18:00,24.38,7.4,7.38,2.29,1.6,0.24,2700
6/28/2022,19:00,24.25,7.46,7.61,2.01,1.92,0.22,7800
6/28/2022,20:00,24.08,7.49,7.84,1.93,2.1,0.3,4200
6/28/2022,21:00,24,7.49,8.04,1.59,2.3,0.31,2000
6/28/2022,22:00,23.93,7.46,7.76,1.78,2.48,0.28,1200
6/28/2022,23:00,23.78,7.46,7.41,1.52,1.82,0.25,100
6/29/2022,0:00,23.76,7.44,7.28,1.43,1.62,0.22,-2000
6/29/2022,1:00,23.62,7.47,7.53,1.4,1.89,0.24,-4200
6/29/2022,2:00,23.59,7.43,7.35,1.52,1.67,0.23,-5100
6/29/2022,3:00,23.53,7.43,7.33,1.45,2.07,0.23,-6100
6/29/2022,4:00,23.44,7.42,7.3,1.58,1.94,0.22,-5500
6/29/2022,5:00,23.35,7.44,7.37,1.41,1.89,0.19,-4600
6/29/2022,6:00,23.3,7.48,7.54,2.26,1.71,0.29,-5000
6/29/2022,7:00,23.29,7.48,7.6,1.41,1.92,0.24,-5500
6/29/2022,8:00,23.26,7.46,7.59,1.5,1.98,0.25,-5500
6/29/2022,9:00,23.33,7.45,7.72,1.43,1.93,0.24,-5000
6/29/2022,10:00,23.65,7.48,7.97,1.44,1.91,0.26,-5200
6/29/2022,11:00,24.29,7.46,7.92,1.38,1.6,0.26,-5900
6/29/2022,12:00,24.18,7.5,8.24,1.41,1.93,0.27,-6400
6/29/2022,13:00,24.46,7.57,8.39,1.35,1.8,0.27,-6400
6/29/2022,14:00,24.83,7.62,8.57,1.45,2.04,0.26,-5400
6/29/2022,15:00,24.88,7.68,8.81,1.52,2.38,0.34,-5800
6/29/2022,16:00,25.01,7.73,8.99,1.42,2.51,0.39,-4900
6/29/2022,17:00,25.04,7.79,9.1,1.41,2.99,0.4,-5500
6/29/2022,18:00,24.98,7.79,9.19,1.6,3.43,0.4,-5200
6/29/2022,19:00,24.9,7.81,9.26,1.55,3.1,0.48,-2800
6/29/2022,20:00,24.82,7.77,9.21,1.53,3.66,0.46,-3300
6/29/2022,21:00,24.76,7.72,9.11,1.58,3.77,0.45,-2700
6/29/2022,22:00,24.68,7.71,9.02,1.7,3.39,0.43,-1900
6/29/2022,23:00,24.63,7.7,8.95,1.54,3.66,0.44,-1700
6/30/2022,0:00,24.55,7.73,8.86,1.89,3.79,0.46,-300
6/30/2022,1:00,24.53,7.69,8.84,1.53,4.01,0.46,-900
6/30/2022,2:00,24.48,7.67,8.7,1.51,3.4,0.43,-1900
6/30/2022,3:00,24.44,7.67,8.57,1.68,3.68,0.43,-600
6/30/2022,4:00,24.37,7.64,8.56,1.56,3.53,0.43,-1700
6/30/2022,5:00,24.3,7.58,8.45,1.63,3.63,0.41,-500
6/30/2022,6:00,24.25,7.58,8.25,1.65,2.89,0.36,-500
6/30/2022,7:00,24.18,7.59,8.28,1.56,2.81,0.38,-2300
6/30/2022,8:00,24.12,7.65,8.47,1.44,3.02,0.39,-1900
6/30/2022,9:00,24.28,7.68,8.66,1.44,2.94,0.42,-4000
6/30/2022,10:00,24.33,7.68,8.81,1.66,3.44,0.46,-3500
6/30/2022,11:00,24.35,7.64,8.63,1.52,2.93,0.39,-3500
6/30/2022,12:00,24.51,7.6,8.6,1.48,2.49,0.34,-4000
6/30/2022,13:00,24.75,7.61,8.56,1.37,2.44,0.31,-5000
6/30/2022,14:00,24.85,7.68,8.81,1.38,2.49,0.3,-7300
6/30/2022,15:00,24.78,7.86,9.32,1.64,2.92,0.42,-6100
6/30/2022,16:00,25.04,7.97,9.54,1.46,3.22,0.42,-3500
6/30/2022,17:00,24.95,7.97,9.59,1.51,3.14,0.42,-3300
6/30/2022,18:00,24.99,8.01,9.68,1.45,3.2,0.4,-3800
6/30/2022,19:00,25.12,8.06,9.85,1.39,3.13,0.41,-5400
6/30/2022,20:00,25.05,8,9.69,1.44,3.06,0.41,-6700
6/30/2022,21:00,24.95,7.94,9.46,1.34,3.21,0.37,-7000
6/30/2022,22:00,24.86,7.86,9.42,1.48,3.26,0.42,-7200
6/30/2022,23:00,24.79,7.9,9.35,1.39,3.21,0.4,-6000
7/1/2022,0:00,24.71,7.9,9.32,1.35,3.66,0.43,-6000
7/1/2022,1:00,24.66,7.85,9.32,1.45,3.2,0.44,-7000
7/1/2022,2:00,24.6,7.78,9.23,1.67,3.1,0.39,-7000
7/1/2022,3:00,24.53,7.81,9.29,1.39,2.89,0.38,-7900
7/1/2022,4:00,24.48,7.77,9.19,1.32,3.3,0.39,-7900
7/1/2022,5:00,24.44,7.75,9.11,1.48,2.98,0.36,-6800
7/1/2022,6:00,24.38,7.72,8.98,1.39,2.92,0.33,-6300
7/1/2022,7:00,24.35,7.71,8.96,1.43,2.79,0.37,-6400
7/1/2022,8:00,24.34,7.72,8.95,1.41,2.57,0.28,-6100
7/1/2022,9:00,24.47,7.75,9.04,1.41,2.26,0.29,-5100
7/1/2022,10:00,24.68,7.76,9.14,1.37,2.46,0.29,-5600
7/1/2022,11:00,24.82,7.82,9.26,1.35,2.21,0.27,-6100
7/1/2022,12:00,25,7.87,9.37,1.37,2.83,0.32,-7700
7/1/2022,13:00,25.12,7.89,9.44,1.32,2.06,0.31,-7900
7/1/2022,14:00,25.3,7.94,9.48,1.4,2.58,0.32,-7700
7/1/2022,15:00,25.31,7.95,9.57,1.47,2.36,0.35,-6000
7/1/2022,16:00,25.43,7.98,9.61,1.56,2.31,0.35,-4700
7/1/2022,17:00,25.69,8.04,9.68,1.37,2.5,0.35,-4700
7/1/2022,18:00,25.49,8.04,9.64,1.4,2.54,0.37,-4900
7/1/2022,19:00,25.42,7.98,9.59,1.51,2.76,0.38,-4000
7/1/2022,20:00,25.3,7.94,9.46,1.54,2.69,0.31,-3800
7/1/2022,21:00,25.3,7.91,9.37,1.55,3,0.34,-3300
7/1/2022,22:00,25.25,7.87,9.28,1.56,2.92,0.31,-3700
7/1/2022,23:00,25.21,7.83,9.17,1.54,2.83,0.32,-2900
7/2/2022,0:00,25.16,7.83,9.13,1.53,2.49,0.31,-2800
7/2/2022,1:00,25.15,7.79,9.05,1.58,2.78,0.28,-2400
7/2/2022,2:00,25.1,7.77,8.96,1.52,2.36,0.3,-1700
7/2/2022,3:00,25.09,7.77,8.9,1.58,3.13,0.29,-1900
7/2/2022,4:00,25.06,7.76,8.84,1.53,4.16,0.33,-2600
7/2/2022,5:00,25.02,7.74,8.79,1.48,2.39,0.27,-2900
7/2/2022,6:00,25,7.73,8.74,1.54,2.48,0.26,-3300
7/2/2022,7:00,24.97,7.72,8.7,1.44,2.36,0.25,-2800
7/2/2022,8:00,24.95,7.7,8.65,1.58,2.19,0.27,-2900
7/2/2022,9:00,25,7.71,8.69,1.47,2.55,0.28,-4000
7/2/2022,10:00,25.13,7.73,8.81,1.44,2.36,0.26,-5400
7/2/2022,11:00,25.21,7.75,8.82,1.44,2.63,0.26,-5600
7/2/2022,12:00,25.26,7.79,8.92,1.49,2.18,0.27,-5400
7/2/2022,13:00,25.22,7.77,8.89,1.41,2.29,0.29,-5400
7/2/2022,14:00,25.53,7.84,8.97,1.31,1.97,0.26,-5400
7/2/2022,15:00,25.67,7.84,9.02,1.37,2.34,0.24,-6800
7/2/2022,16:00,25.82,7.87,9.09,1.43,2.37,0.24,-7200
7/2/2022,17:00,25.63,7.85,9.1,1.47,2.56,0.31,-7000
7/2/2022,18:00,25.68,7.91,9.15,1.41,2.94,0.31,-5800
7/2/2022,19:00,25.56,7.85,9.03,1.37,3.03,0.33,-5800
7/2/2022,20:00,25.52,7.8,8.91,1.45,2.69,0.26,-6000
7/2/2022,21:00,25.45,7.76,8.78,1.44,2.6,0.27,-5500
7/2/2022,22:00,25.37,7.71,8.67,1.48,2.41,0.23,-5100
7/3/2022,0:00,25.24,7.71,8.62,1.49,2.23,0.24,-4400
7/3/2022,1:00,25.17,7.69,8.48,1.44,2.31,0.25,-3700
7/3/2022,2:00,25.14,7.68,8.35,1.57,2.36,0.2,-2800
7/3/2022,3:00,25.11,7.7,8.37,1.46,2.21,0.22,-4700
7/3/2022,4:00,25.06,7.7,8.3,1.35,2.13,0.18,-7600
7/3/2022,5:00,25.03,7.71,8.23,1.36,2.16,0.22,-7800
7/3/2022,6:00,25,7.68,8.28,1.4,2.52,0.21,-6100
7/3/2022,7:00,24.97,7.65,8.26,1.43,1.97,0.17,-6000
7/3/2022,8:00,25,7.68,8.27,1.39,2.17,0.18,-6800
7/3/2022,9:00,25.06,7.7,8.45,1.32,2.01,0.21,-7300
7/3/2022,10:00,25.08,7.7,8.5,1.3,2.28,0.22,-9000
7/3/2022,11:00,25.13,7.71,8.59,1.25,1.86,0.19,-10100
7/3/2022,12:00,25.29,7.73,8.63,1.22,1.58,0.19,-10500
7/3/2022,13:00,25.5,7.8,8.78,1.29,1.85,0.16,-10500
7/3/2022,14:00,25.77,7.78,8.73,1.17,1.77,0.14,-11600
7/3/2022,15:00,25.78,7.77,8.63,1.16,1.82,0.15,-12200
7/3/2022,16:00,25.96,7.86,8.98,1.24,2.12,0.21,-11900
7/3/2022,17:00,26.34,7.87,8.99,1.16,1.84,0.17,-11900
7/3/2022,18:00,26.23,7.81,8.79,1.28,1.99,0.19,-10900
7/3/2022,19:00,26.07,7.8,8.79,1.13,1.91,0.18,-12900
7/3/2022,20:00,25.94,7.77,8.79,1.19,2.23,0.2,-12500
7/3/2022,21:00,25.9,7.81,8.92,1.24,3.1,0.28,-11000
7/3/2022,22:00,25.77,7.74,8.67,1.17,2.47,0.24,-11100
7/3/2022,23:00,25.67,7.73,8.57,1.2,2.22,0.24,-11400
7/4/2022,0:00,25.57,7.67,8.42,1.29,2.57,0.19,-10900
7/4/2022,1:00,25.51,7.61,8.11,1.31,2.04,0.2,-9600
7/4/2022,2:00,25.41,7.63,8.09,1.36,2.01,0.22,-9600
7/4/2022,3:00,25.36,7.57,7.89,1.14,2.09,0.17,-10600
7/4/2022,4:00,25.3,7.57,7.83,1.4,1.77,0.15,-11300
7/4/2022,5:00,25.23,7.57,7.84,1.16,1.72,0.16,-8800
7/4/2022,6:00,25.15,7.54,7.69,1.2,2.57,0.16,-10900
7/4/2022,7:00,25.1,7.53,7.76,1.31,2.24,0.16,-11000
7/4/2022,8:00,25.05,7.54,7.8,1.31,1.95,0.19,-9100
