date,time edt,temp c,ph,do (mg/l),turbidity (fnu),chlorophyll (rfu),phycocyanin (rfu),est. cyano (1000cells/ml)
5/10/2022,12:00,14.02,7.93,10.88,2.39,2.55,-0.07,22900
5/10/2022,13:00,13.91,8,10.94,2.68,3.27,-0.08,25200
5/10/2022,14:00,13.78,7.97,10.84,2.91,3.6,-0.13,24600
5/10/2022,15:00,13.84,7.96,10.86,2.91,2.86,-0.06,25200
5/10/2022,16:00,13.81,7.92,10.73,2.94,3.09,-0.12,31000
5/10/2022,17:00,13.88,7.97,10.89,2.93,3.33,-0.1,31700
5/10/2022,18:00,14.19,8.09,11.23,2.66,3.63,-0.05,29600
5/10/2022,19:00,14.24,8.11,11.3,2.59,3.58,-0.07,27600
5/10/2022,20:00,14.06,8,11.04,2.85,4.92,-0.02,24100
5/10/2022,21:00,13.97,7.93,10.9,3,5.59,0.06,25500
5/10/2022,22:00,13.88,7.89,10.79,2.31,7.65,0.03,27100
5/10/2022,23:00,13.81,7.84,10.67,2.63,4.89,0.04,26900
5/11/2022,0:00,13.77,7.84,10.72,2.47,4.53,-0.03,26800
5/11/2022,1:00,13.73,7.82,10.66,2.44,5.63,0.07,30600
5/11/2022,2:00,13.67,7.81,10.66,3.04,5.54,0.03,30600
5/11/2022,3:00,13.59,7.85,10.71,2.62,5.47,0.05,23900
5/11/2022,4:00,13.57,7.83,10.66,2.56,5.52,0.02,22500
5/11/2022,5:00,13.58,7.83,10.67,2.41,4.74,0.05,22300
5/11/2022,6:00,13.56,7.83,10.64,2.94,5.24,0,26100
5/11/2022,7:00,13.54,7.83,10.66,2.43,4.69,-0.08,26600
5/11/2022,8:00,13.57,7.86,10.73,2.61,3.34,-0.08,23000
5/11/2022,9:00,13.64,7.9,10.83,2.51,5.68,-0.08,21800
5/11/2022,11:00,14.05,8.06,11.15,2.47,2.91,-0.09,20500
5/11/2022,12:00,13.88,7.97,10.97,2.57,2.68,-0.05,21000
5/11/2022,13:00,13.93,8.04,11.11,2.58,3.56,-0.09,23400
5/11/2022,14:00,14,8.11,11.21,2.57,4.05,-0.04,24600
5/11/2022,15:00,14.21,8.25,11.46,2.7,4.38,0,24800
5/11/2022,16:00,14.36,8.28,11.54,2.77,4.61,0.03,25700
5/11/2022,17:00,14.25,8.32,11.59,3.01,4.66,-0.02,26400
5/11/2022,18:00,14.34,8.34,11.61,2.64,4.12,-0.04,26200
5/11/2022,19:00,14.33,8.35,11.64,2.56,4.54,-0.02,25200
5/11/2022,20:00,14.42,8.25,11.44,2.78,4.56,0.01,26400
5/11/2022,21:00,14.66,8.47,11.77,2.44,5.35,0.06,26400
5/11/2022,22:00,14.44,8.24,11.43,2.75,6.2,0.07,22300
5/11/2022,23:00,14.47,8.14,11.26,2.29,5.46,0.07,22300
5/12/2022,0:00,14.08,8.08,11.19,2.48,5.34,0.09,21500
5/12/2022,1:00,14.03,8.03,11.08,3.06,6.39,0.09,21500
5/12/2022,2:00,14.15,7.97,10.92,2.3,5.48,0.03,22400
5/12/2022,3:00,14.15,7.99,10.96,2.18,4.71,0.05,17700
5/12/2022,4:00,14.08,7.97,10.96,2.37,5.86,0.09,19600
5/12/2022,5:00,14.06,7.97,10.94,2.55,6.53,0.09,18700
5/12/2022,6:00,14.09,7.97,10.91,2.38,5.5,0.1,19500
5/12/2022,7:00,14.12,7.97,10.93,2.83,4.6,-0.01,19500
5/12/2022,8:00,14.18,8,11,2.61,5.62,0.02,19100
5/12/2022,9:00,14.25,8,10.96,2.77,7.83,0.06,22900
5/12/2022,10:00,14.17,8.03,11.04,2.37,3.92,0,25000
5/12/2022,11:00,14.43,8.21,11.38,2.6,3.49,-0.05,23800
5/12/2022,12:00,14.55,8.31,11.56,2.57,3.27,-0.03,24100
5/12/2022,13:00,15.32,8.35,11.59,2.39,2.72,-0.01,24600
5/12/2022,14:00,15.24,8.46,11.76,2.49,3.34,-0.02,20700
5/12/2022,15:00,15.73,8.54,11.89,2.66,2.83,-0.04,20700
5/12/2022,16:00,15.8,8.61,12,2.37,3.15,0.04,20200
5/12/2022,17:00,15.76,8.53,11.85,2.66,3.42,0,20900
5/12/2022,18:00,15.69,8.52,11.86,2.7,4.17,0.03,23600
5/12/2022,19:00,15.29,8.45,11.8,2.47,4.44,0.01,25600
5/12/2022,20:00,15.08,8.38,11.69,2.52,4.69,0.03,23600
5/12/2022,21:00,14.88,8.25,11.49,2.91,5.55,0.1,25100
5/12/2022,22:00,14.53,8.06,11.14,2.8,5.3,0.05,28500
5/12/2022,23:00,14.55,8.04,11.12,2.67,5.96,0.15,29800
5/13/2022,0:00,14.62,8.07,11.19,2.8,6.38,0.13,27800
5/13/2022,1:00,14.58,8.04,11.1,2.43,5.35,0.12,19700
5/13/2022,2:00,14.52,7.99,11.01,2.56,6.95,0.17,21400
5/13/2022,3:00,14.56,8.02,11.09,2.65,5.73,0.07,24100
5/13/2022,4:00,14.71,8.13,11.28,2.39,5.55,0.06,17000
5/13/2022,5:00,14.78,8.1,11.17,2.12,5.72,0.11,16000
5/13/2022,6:00,14.84,8.06,11.1,3.47,4.73,0.05,17400
5/13/2022,7:00,14.98,8.11,11.18,2.64,4.18,0,21000
5/13/2022,8:00,15.18,8.2,11.34,2.69,2.89,0.07,19100
5/13/2022,9:00,15.29,8.26,11.47,2.23,3.1,0.03,21000
5/13/2022,10:00,15.14,8.23,11.41,2.49,3.26,-0.04,21400
5/13/2022,11:00,15.13,8.34,11.62,2.29,3.46,0,20100
5/13/2022,12:00,15.37,8.52,11.98,2.59,3.36,0.01,22400
5/13/2022,13:00,15.54,8.61,12.13,2.57,2.96,0.04,23700
5/13/2022,14:00,16.48,8.62,12.09,2.45,2.73,0.06,23000
5/13/2022,15:00,16.11,8.71,12.31,2.58,3.43,0.07,22400
5/13/2022,16:00,16.38,8.72,12.38,2.64,3.5,0.03,24100
5/13/2022,17:00,16,8.82,12.56,2.63,4.49,0.09,25000
5/13/2022,18:00,16.69,8.75,12.39,2.54,3.65,0.04,25000
5/13/2022,19:00,16.54,8.69,12.3,2.56,3.92,0.06,24200
5/13/2022,20:00,16.7,8.64,12.1,2.51,3.86,-0.01,23900
5/13/2022,21:00,16.78,8.58,11.95,2.43,5.22,0.05,20700
5/13/2022,22:00,16.72,8.54,11.89,2.37,4.06,0.1,18900
5/13/2022,23:00,16.65,8.45,11.68,2.37,4.16,0.08,18800
5/14/2022,0:00,16.63,8.37,11.52,2.27,4.07,0.06,18400
5/14/2022,1:00,16.65,8.31,11.4,2.3,3.62,0.09,16500
5/14/2022,2:00,16.68,8.36,11.49,2.15,3.9,0.09,16800
5/14/2022,3:00,16.75,8.38,11.44,2.28,5.56,0.12,16400
5/14/2022,4:00,16.78,8.37,11.41,2.39,3.79,0.15,17200
5/14/2022,5:00,16.84,8.32,11.35,2.31,3.77,0.09,18000
5/14/2022,6:00,17.04,8.32,11.27,2.31,4,0.07,16600
5/14/2022,7:00,17.13,8.3,11.23,2.28,2.99,0.05,16300
5/14/2022,8:00,17.3,8.36,11.3,2.29,2.91,0.03,16500
5/14/2022,9:00,17.61,8.41,11.39,2.29,2.47,0.02,16900
5/14/2022,10:00,17.87,8.47,11.45,2.35,2.44,0.05,16400
5/14/2022,11:00,18.15,8.47,11.47,2.39,2.19,-0.04,16300
5/14/2022,12:00,18.58,8.52,11.53,2.2,1.99,0.04,16600
5/14/2022,13:00,18.84,8.53,11.59,2.26,2.3,0.04,15500
5/14/2022,14:00,19.35,8.56,11.64,2.23,2.26,0.07,15000
5/14/2022,15:00,19.5,8.59,11.74,2.33,2.7,0.02,14700
5/14/2022,16:00,19.38,8.62,11.79,2.34,3.05,0.03,16900
5/14/2022,17:00,19.32,8.57,11.76,2.42,3.27,0.08,17500
5/14/2022,18:00,19.34,8.53,11.65,2.41,3.05,0.06,19200
5/14/2022,19:00,19.3,8.51,11.59,2.42,3.12,0.07,19300
5/14/2022,20:00,19.28,8.48,11.5,2.4,3.34,0.05,19500
5/14/2022,21:00,19.23,8.46,11.44,2.45,3.44,0.08,19200
5/14/2022,22:00,19.2,8.42,11.35,2.4,4.14,0.11,18400
5/14/2022,23:00,19.2,8.41,11.29,2.38,3.73,0.12,18200
5/15/2022,0:00,19.17,8.37,11.24,2.32,3.45,0.13,17800
5/15/2022,1:00,19.18,8.34,11.18,2.26,3.19,0.15,16900
5/15/2022,2:00,19.16,8.31,11.09,2.22,4.36,0.13,16100
5/15/2022,3:00,19.15,8.28,11.04,2.28,2.98,0.14,16500
5/15/2022,4:00,19.13,8.25,10.98,2.3,3.45,0.16,16100
5/15/2022,5:00,19.14,8.23,10.94,2.33,3.74,0.14,16800
5/15/2022,6:00,19.13,8.17,10.83,2.47,3.71,0.12,18400
5/15/2022,7:00,19.11,8.18,10.87,2.41,3.36,0.09,19300
5/15/2022,8:00,19.16,8.21,10.92,2.25,2.85,0.04,18800
5/15/2022,9:00,19.24,8.23,10.94,2.27,2.95,0.05,18900
5/15/2022,10:00,19.37,8.29,11.03,2.35,2.62,0.06,18400
5/15/2022,11:00,19.65,8.35,11.1,2.25,2.64,0.08,16400
5/15/2022,12:00,20.06,8.4,11.2,2.19,1.8,0.03,14500
5/15/2022,13:00,20.2,8.41,11.19,2.26,2.45,0.02,13200
5/15/2022,14:00,20.44,8.41,11.21,2.27,2.7,0.05,13600
5/15/2022,15:00,20.53,8.44,11.2,2.32,2.23,0.06,14300
5/15/2022,16:00,20.43,8.5,11.37,2.3,2.25,0.02,15600
5/15/2022,17:00,20.56,8.51,11.37,2.32,2.57,0.08,16100
5/15/2022,18:00,20.48,8.48,11.33,2.33,2.17,0.04,16900
5/15/2022,19:00,20.47,8.49,11.4,2.31,2.84,0.09,17000
5/15/2022,20:00,20.36,8.39,11.22,2.22,3.2,0.06,16000
5/15/2022,21:00,20.25,8.32,11.06,2.33,2.81,0.12,16400
5/15/2022,22:00,20.17,8.25,10.89,2.38,2.94,0.11,17000
5/15/2022,23:00,20.15,8.21,10.81,2.26,2.51,0.13,16300
5/16/2022,0:00,20.1,8.19,10.74,2.22,2.91,0.11,15700
5/16/2022,1:00,20.08,8.17,10.72,2.12,3.41,0.13,14300
5/16/2022,2:00,20.05,8.13,10.63,2.22,2.66,0.14,14600
5/16/2022,3:00,20.03,8.1,10.56,2.16,2.55,0.16,15200
5/16/2022,4:00,19.98,8.05,10.44,2.36,2.78,0.16,16900
5/16/2022,5:00,19.92,8.03,10.4,2.07,2.91,0.14,16900
5/16/2022,6:00,19.85,8.01,10.31,2.26,2.6,0.11,16500
5/16/2022,7:00,19.84,7.96,10.23,2.21,2.39,0.07,16300
5/16/2022,8:00,19.97,8.05,10.45,2.32,2.7,0.05,15100
5/16/2022,9:00,20.23,8.12,10.55,2.05,1.96,0.1,15200
5/16/2022,10:00,20.45,8.08,10.42,2.64,1.62,0.04,15200
5/16/2022,11:00,20.13,8.08,10.5,2.36,2.03,0.04,16100
5/16/2022,12:00,20.48,8.31,10.91,2.39,1.64,0.01,18300
5/16/2022,13:00,20.3,8.15,10.61,2.19,2.49,0.03,15200
5/16/2022,14:00,20.09,8.2,10.77,2.46,2.09,0.04,15700
5/16/2022,15:00,19.77,7.98,10.33,2.41,2,0.01,19500
5/16/2022,16:00,19.84,8.01,10.38,2.34,1.73,-0.02,18200
5/16/2022,17:00,20.65,8.14,10.56,2.21,1.51,0.03,14600
5/16/2022,18:00,20.5,8.06,10.43,2.21,1.84,-0.02,14100
5/16/2022,19:00,20.51,8.02,10.33,2.19,1.92,0.05,14500
5/16/2022,20:00,20.49,7.99,10.26,2.2,1.54,0.04,14300
5/16/2022,21:00,20.52,8,10.2,2.16,2.08,0.1,14200
5/16/2022,22:00,20.45,7.97,10.04,2.25,2.5,0.08,14200
5/16/2022,23:00,20.45,7.95,9.99,2.5,1.41,0.12,15200
5/17/2022,0:00,20.45,7.92,9.92,2.24,1.73,0.08,15100
5/17/2022,1:00,20.42,7.89,9.79,2.35,1.92,0.11,14800
5/17/2022,2:00,20.37,7.87,9.76,2.34,1.74,0.11,16900
5/17/2022,3:00,20.25,7.86,9.75,2.27,1.92,0.1,17000
5/17/2022,4:00,20.18,7.84,9.69,2.21,1.83,0.1,15600
5/17/2022,5:00,20.11,7.82,9.62,2.18,1.77,0.13,14100
5/17/2022,6:00,20.06,7.8,9.58,2.29,1.72,0.03,14500
5/17/2022,7:00,19.98,7.79,9.53,2.23,1.73,0.06,15100
5/17/2022,8:00,19.96,7.82,9.64,2.19,1.53,0.05,14800
5/17/2022,9:00,20.07,7.83,9.65,2.23,1.16,0,14100
5/17/2022,10:00,20.2,7.84,9.63,2.23,1.16,0,13600
5/17/2022,11:00,20.37,7.86,9.67,2.26,1.03,0,14100
5/17/2022,12:00,20.57,7.9,9.7,2.26,1.06,0.01,15400
5/17/2022,13:00,20.81,7.93,9.72,2.34,1.11,0.05,16000
5/17/2022,14:00,20.58,7.9,9.63,2.42,1.17,0.02,17400
5/17/2022,15:00,20.47,7.89,9.59,2.36,1.52,0.04,17800
5/17/2022,16:00,20.75,7.96,9.77,2.27,1.3,0.02,17300
5/17/2022,17:00,20.78,7.96,9.79,2.4,1.38,0.07,16900
5/17/2022,18:00,20.54,7.9,9.68,2.48,1.5,0,18400
5/17/2022,19:00,20.42,7.92,9.67,2.38,1.66,0.05,20700
5/17/2022,20:00,20.3,7.89,9.6,2.52,1.73,0.03,22000
5/17/2022,21:00,20.24,7.86,9.51,2.67,1.88,0.04,25900
5/17/2022,22:00,20.07,7.81,9.31,2.65,1.82,0.02,25500
5/17/2022,23:00,19.98,7.78,9.23,2.64,1.59,0.08,22800
5/18/2022,0:00,19.92,7.79,9.24,2.65,1.7,0.09,23600
5/18/2022,1:00,19.82,7.78,9.2,2.68,1.7,0.08,25200
5/18/2022,2:00,19.74,7.76,9.14,2.47,1.63,0.09,25900
5/18/2022,3:00,19.69,7.76,9.16,2.45,1.73,0.11,20900
5/18/2022,4:00,19.59,7.74,8.99,2.55,1.52,0.08,21000
5/18/2022,5:00,19.54,7.72,8.95,2.42,1.48,0.07,22000
5/18/2022,6:00,19.49,7.71,8.93,2.5,1.43,0.07,21400
5/18/2022,7:00,19.41,7.7,8.88,2.47,1.36,0.01,21500
5/18/2022,8:00,19.31,7.71,8.94,2.51,1.17,0,21500
5/18/2022,9:00,19.17,7.69,8.84,2.78,1.15,0,21800
5/18/2022,10:00,19.11,7.71,8.92,2.68,1,-0.03,26800
5/18/2022,11:00,19.13,7.71,8.9,2.8,1.15,-0.01,27400
5/18/2022,12:00,19.25,7.72,8.94,2.7,0.76,-0.04,27400
5/18/2022,13:00,19.59,7.76,9.09,2.72,1.14,0.05,27100
5/18/2022,14:00,20.13,7.86,9.37,2.38,1,0.03,26100
5/18/2022,15:00,20.36,7.88,9.44,2.74,0.93,-0.02,21100
5/18/2022,16:00,20.72,7.92,9.54,2.09,0.8,-0.01,17400
5/18/2022,17:00,20.55,7.93,9.57,2.24,1.01,0.05,16300
5/18/2022,18:00,20.66,7.95,9.59,2.13,1.04,-0.02,14600
5/18/2022,19:00,20.2,7.91,9.54,2.16,1.04,0,12500
5/18/2022,20:00,20.06,7.86,9.41,2.27,1.46,0.01,13800
5/18/2022,21:00,19.97,7.84,9.37,2.49,1.74,0.06,18200
5/18/2022,22:00,19.8,7.8,9.25,2.31,1.72,0.07,21200
5/18/2022,23:00,19.65,7.79,9.28,2.48,1.78,0.1,17000
5/19/2022,0:00,19.54,7.78,9.22,2.66,1.96,0.08,19200
5/19/2022,1:00,19.49,7.78,9.23,2.41,1.53,0.05,19200
5/19/2022,2:00,19.46,7.74,9.03,2.21,1.63,0.08,16400
5/19/2022,3:00,19.41,7.73,9.01,2.3,1.59,0.08,16600
5/19/2022,4:00,19.36,7.73,9,2.22,1.58,0.07,16500
5/19/2022,5:00,19.31,7.73,9.03,2.44,1.61,0.08,15100
5/19/2022,6:00,19.26,7.67,8.8,2.64,1.55,0.04,20200
5/19/2022,7:00,19.21,7.69,8.85,2.56,1.28,0.01,20700
5/19/2022,8:00,19.16,7.68,8.83,2.86,0.98,0,19700
5/19/2022,9:00,19.12,7.71,8.99,2.37,1.1,-0.01,18000
5/19/2022,10:00,19.09,7.7,8.95,2.15,1.2,-0.04,18000
5/19/2022,11:00,19.06,7.71,9.01,2.29,1.24,-0.03,15900
5/19/2022,12:00,19.03,7.71,9,2.26,1,-0.02,15200
5/19/2022,13:00,19.02,7.7,8.95,2.27,1.15,-0.05,15100
5/19/2022,14:00,18.97,7.7,8.97,2.24,1.24,-0.04,13800
5/19/2022,15:00,18.93,7.71,8.98,2.23,1.52,-0.06,13800
5/19/2022,16:00,18.9,7.69,8.96,2.18,1.18,-0.04,13400
5/19/2022,17:00,18.9,7.69,8.93,2.19,1.12,-0.06,13600
5/19/2022,18:00,18.88,7.69,8.89,2.07,1.44,-0.03,13800
5/19/2022,19:00,18.87,7.67,8.81,2.13,1.18,0.01,13700
5/19/2022,20:00,18.84,7.65,8.74,2.24,1.54,-0.02,14800
5/19/2022,21:00,18.82,7.66,8.73,2.38,1.44,0.04,16500
5/19/2022,22:00,18.78,7.64,8.7,2.21,1.31,-0.01,14800
5/19/2022,23:00,18.76,7.63,8.61,2.54,1.15,0.02,16600
5/20/2022,0:00,18.69,7.61,8.52,2.36,1.08,0.02,18700
5/20/2022,1:00,18.64,7.61,8.53,2.43,1.1,0,19500
5/20/2022,2:00,18.6,7.59,8.43,2.34,1.25,0.01,18800
5/20/2022,3:00,18.55,7.59,8.43,2.28,0.97,0.02,16800
5/20/2022,4:00,18.53,7.58,8.36,2.39,1.18,0.01,18600
5/20/2022,5:00,18.5,7.58,8.33,2.79,0.99,-0.01,20200
5/20/2022,6:00,18.49,7.57,8.3,2.54,0.97,-0.03,21500
5/20/2022,7:00,18.47,7.57,8.31,3.23,0.85,-0.04,20700
5/20/2022,8:00,18.44,7.57,8.29,2.86,0.86,-0.04,20600
5/20/2022,9:00,18.45,7.57,8.31,2.45,0.68,-0.08,22800
5/20/2022,10:00,18.49,7.57,8.31,2.46,0.72,-0.1,22000
5/20/2022,11:00,18.61,7.6,8.48,2.46,0.78,-0.06,20700
5/20/2022,12:00,18.77,7.62,8.6,2.39,0.76,-0.06,19100
5/20/2022,13:00,19.23,7.64,8.65,2.25,0.54,-0.05,16900
5/20/2022,14:00,19.2,7.66,8.69,2.31,0.77,-0.03,15100
5/20/2022,15:00,19.43,7.67,8.77,2.21,0.69,-0.04,14200
5/20/2022,16:00,19.56,7.71,8.97,2.2,0.69,-0.02,14300
5/20/2022,17:00,19.29,7.72,9,2.12,0.81,-0.06,14000
5/20/2022,18:00,19.09,7.68,8.85,2.15,0.44,-0.04,12000
5/20/2022,20:00,18.6,7.56,8.33,2.54,0.76,-0.07,15400
5/20/2022,21:00,18.92,7.61,8.55,2.45,0.8,-0.03,16800
5/20/2022,22:00,18.7,7.56,8.29,2.55,0.85,-0.04,15600
5/20/2022,23:00,18.59,7.52,8.03,2.74,0.76,-0.02,20500
5/21/2022,0:00,18.62,7.51,7.95,2.66,0.56,-0.04,27100
5/21/2022,1:00,18.63,7.51,7.9,2.85,0.75,-0.03,29800
5/21/2022,2:00,18.62,7.5,7.86,2.72,0.62,-0.04,30000
5/21/2022,3:00,18.59,7.5,7.85,2.74,0.62,-0.02,31000
5/21/2022,4:00,18.57,7.5,7.85,2.75,0.66,-0.05,28500
5/21/2022,5:00,18.55,7.49,7.79,2.6,0.72,-0.04,27300
5/21/2022,6:00,18.53,7.5,7.83,2.74,0.66,-0.06,26400
5/21/2022,7:00,18.52,7.5,7.87,2.51,0.58,-0.02,27300
5/21/2022,8:00,18.55,7.5,7.87,2.36,0.56,-0.06,21500
5/21/2022,9:00,18.58,7.5,7.92,2.47,0.5,-0.05,19300
5/21/2022,10:00,18.64,7.51,7.94,2.21,0.57,-0.04,18800
5/21/2022,11:00,18.6,7.51,7.95,2.45,0.58,-0.09,17300
5/21/2022,12:00,19.1,7.54,8.16,2.21,0.53,-0.05,16400
5/21/2022,13:00,20,7.55,8.18,2.16,0.48,-0.05,14700
5/21/2022,14:00,20.17,7.52,8,2.29,0.5,0,14800
5/21/2022,15:00,19.76,7.51,8.04,2.47,0.59,0,16600
5/21/2022,16:00,19.81,7.56,8.25,2.46,0.88,-0.02,20000
5/21/2022,17:00,20.23,7.58,8.39,2.36,0.84,-0.02,18700
5/21/2022,18:00,20.29,7.57,8.4,2.25,0.79,-0.01,15500
5/21/2022,19:00,19.89,7.57,8.35,2.24,1.05,-0.06,15700
5/21/2022,20:00,19.78,7.52,8.18,2.36,1.06,-0.02,17200
5/21/2022,21:00,19.65,7.52,8.13,2.41,1.1,0.04,19100
5/21/2022,22:00,19.37,7.48,7.98,2.5,1.03,0.01,20200
5/21/2022,23:00,19.28,7.48,7.95,2.58,0.96,0.02,23000
5/22/2022,0:00,19.51,7.47,7.9,2.13,0.95,0.04,23300
5/22/2022,1:00,19.57,7.49,7.98,2.1,0.91,0.07,17300
5/22/2022,2:00,19.42,7.48,7.84,2.29,0.94,0.07,14800
5/22/2022,3:00,19.47,7.49,7.81,2.39,0.84,0.05,17000
5/22/2022,4:00,19.51,7.49,7.79,2.42,0.86,0.07,19300
5/22/2022,5:00,19.49,7.5,7.8,2.43,0.84,0.05,20400
5/22/2022,6:00,19.49,7.5,7.79,2.35,0.82,0.01,20400
5/22/2022,7:00,19.46,7.49,7.74,2.29,0.75,0.01,16900
5/22/2022,8:00,19.41,7.48,7.68,2.31,0.79,-0.01,17300
5/22/2022,9:00,19.45,7.47,7.67,2.26,0.73,-0.01,17800
5/22/2022,10:00,19.54,7.5,7.91,2.41,0.75,0.01,15900
5/22/2022,11:00,19.74,7.53,8.1,2.32,0.76,-0.03,17200
5/22/2022,12:00,20.01,7.56,8.25,2.27,0.87,0,17700
5/22/2022,13:00,20.19,7.57,8.28,2.3,1.06,0.01,16100
5/22/2022,14:00,20.17,7.56,8.3,2.38,1.25,0.03,16300
5/22/2022,15:00,20.52,7.6,8.54,2.36,1.35,0.05,18300
5/22/2022,16:00,21.7,7.66,8.78,2.13,1.29,0.06,17700
5/22/2022,17:00,21.03,7.57,8.4,2.28,1.46,-0.01,13700
5/22/2022,18:00,21.17,7.55,8.4,2.32,1.58,0.03,15500
5/22/2022,19:00,21.22,7.59,8.39,2.26,1.48,-0.01,15500
5/22/2022,20:00,21.29,7.6,8.49,2.24,1.69,0.03,15400
5/22/2022,21:00,21.23,7.57,8.32,2.28,1.85,0.06,15700
5/22/2022,22:00,21.21,7.6,8.43,2.31,2.2,0.1,15900
5/22/2022,23:00,21.18,7.58,8.34,2.26,2.18,0.12,15400
5/23/2022,0:00,21.16,7.58,8.31,2.2,2.2,0.11,15200
5/23/2022,1:00,21.17,7.58,8.3,2.17,2.07,0.11,15700
5/23/2022,2:00,21.35,7.57,8.08,2.1,1.99,0.14,14800
5/23/2022,3:00,21.32,7.56,8.02,2.15,1.92,0.16,13600
5/23/2022,4:00,21.34,7.53,7.96,2.3,1.9,0.19,14100
5/23/2022,5:00,21.25,7.52,7.83,2.3,1.81,0.18,16400
5/23/2022,6:00,21.17,7.51,7.9,2.3,1.63,0.12,18200
5/23/2022,7:00,21.02,7.51,7.81,2.15,1.4,0.06,16100
5/23/2022,8:00,20.99,7.5,7.73,2.16,1.18,0.03,12800
5/23/2022,9:00,21.06,7.53,8.13,2.17,1.47,0.05,12900
5/23/2022,10:00,21.14,7.55,8.14,2.23,1.48,0.04,14500
5/23/2022,11:00,21.24,7.58,8.34,2.26,1.7,0.07,14800
5/23/2022,12:00,21.35,7.6,8.48,2.35,1.8,0.05,15600
5/23/2022,13:00,21.7,7.64,8.59,2.08,1.95,0.08,15900
5/23/2022,14:00,21.65,7.63,8.6,2.12,2.24,0.06,11600
5/23/2022,15:00,21.43,7.61,8.47,2.33,2.39,0.06,15100
5/23/2022,16:00,21.73,7.7,8.82,2.14,2.57,0.06,16300
5/23/2022,17:00,21.87,7.78,9.17,2.12,2.97,0.14,12900
5/23/2022,18:00,21.9,7.83,9.34,2.1,3.24,0.11,12200
5/23/2022,19:00,21.83,7.85,9.41,2.05,3.96,0.11,11300
5/23/2022,20:00,21.58,7.68,8.83,2.13,3.58,0.12,11500
5/23/2022,21:00,21.38,7.62,8.51,2.16,3.55,0.18,12000
5/23/2022,22:00,21.25,7.62,8.62,2.37,3.37,0.13,12400
5/23/2022,23:00,21.14,7.62,8.53,2.27,3.65,0.2,13800
5/24/2022,0:00,20.94,7.56,8.23,2.11,3.04,0.17,13400
5/24/2022,1:00,20.81,7.5,7.88,2.3,2.72,0.17,13400
5/24/2022,2:00,20.72,7.51,8.01,2.29,2.86,0.13,16300
5/24/2022,3:00,20.68,7.51,8.01,2.3,2.87,0.13,16300
5/24/2022,4:00,20.58,7.51,8.02,2.3,2.69,0.17,16400
5/24/2022,5:00,20.48,7.5,7.92,2.3,2.6,0.13,16900
5/24/2022,6:00,20.39,7.46,7.66,2.48,2.18,0.11,17900
5/24/2022,7:00,20.3,7.45,7.59,2.38,1.71,0.01,18300
5/24/2022,8:00,20.29,7.43,7.46,2.25,1.27,0.04,17500
5/24/2022,9:00,20.21,7.43,7.45,2.13,1.27,-0.03,15100
5/24/2022,10:00,20.22,7.48,7.78,2.37,1.6,0.01,15500
5/24/2022,11:00,20.45,7.53,8.12,2.24,1.56,-0.04,18000
5/24/2022,12:00,20.54,7.53,8.13,2.31,1.74,0,17400
5/24/2022,13:00,20.76,7.58,8.47,2.3,1.98,0.05,16500
5/24/2022,14:00,20.94,7.66,8.86,2.39,2.09,0.04,17300
5/24/2022,15:00,20.9,7.67,8.91,2.4,2.54,0.07,18000
5/24/2022,16:00,21.14,7.72,9.14,2.32,2.81,0.03,17800
5/24/2022,17:00,21.16,7.78,9.31,2.39,3.01,0.07,18200
5/24/2022,18:00,21.04,7.76,9.25,2.31,2.88,0.08,18200
5/24/2022,19:00,21.07,7.83,9.5,2.56,3.38,0.07,17300
5/24/2022,20:00,20.92,7.75,9.21,2.49,3.88,0.13,18300
5/24/2022,21:00,20.71,7.66,8.8,2.36,3.67,0.12,19100
5/24/2022,22:00,20.48,7.57,8.37,2.46,3.66,0.13,20000
5/24/2022,23:00,20.36,7.55,8.33,2.53,3.44,0.14,19700
5/25/2022,0:00,20.27,7.54,8.27,2.47,3.36,0.14,20700
5/25/2022,1:00,20.2,7.53,8.22,2.46,3.15,0.14,22300
5/25/2022,2:00,20.14,7.52,8.16,2.54,3.17,0.13,23600
5/25/2022,3:00,20.09,7.52,8.12,2.61,2.82,0.11,23200
5/25/2022,4:00,20.08,7.51,8.05,2.48,2.79,0.11,23000
5/25/2022,5:00,20.01,7.5,8.02,2.43,2.74,0.13,22700
5/25/2022,6:00,19.96,7.51,8.09,2.76,2.85,0.09,22300
5/25/2022,7:00,19.95,7.51,8.09,2.56,2.44,0.04,23000
5/25/2022,8:00,20,7.52,8.19,2.68,2.49,0.04,23000
5/25/2022,9:00,20.21,7.58,8.47,2.5,2.29,0.02,21800
5/25/2022,10:00,20.48,7.61,8.56,2.46,1.89,0.02,21000
5/25/2022,11:00,20.39,7.61,8.58,2.57,2.35,0.03,19800
5/25/2022,12:00,20.6,7.62,8.68,2.52,2.37,0.05,21500
5/25/2022,13:00,20.91,7.8,9.49,2.55,2.85,0.08,22000
5/25/2022,14:00,20.76,7.79,9.49,2.61,3.81,0.11,22700
5/25/2022,15:00,21.09,7.97,10.08,2.59,4.25,0.13,23400
5/25/2022,16:00,21.06,7.91,9.91,2.67,4.3,0.16,24400
5/25/2022,17:00,21.01,7.91,9.9,2.62,4.54,0.12,24600
5/25/2022,18:00,21.02,8.07,10.27,2.72,4.66,0.18,24400
5/25/2022,19:00,21.17,8.11,10.4,2.58,4.69,0.15,23800
